3110.0 -150101.0 
1126.0 -87624.0 
494.0 -57662.0 
1275.0 -93688.0 
1628.0 -106136.0 
1465.0 -100555.0 
3287.0 -153985.0 
3189.0 -150726.0 
3307.0 -154477.0 
638.0 -64336.0 
749.0 -69673.0 
1244.0 -91375.0 
2992.0 -146350.0 
1438.0 -99269.0 
2549.0 -134179.0 
1716.0 -108299.0 
1798.0 -111646.0 
973.0 -79909.0 
1556.0 -103020.0 
1879.0 -113880.0 
2588.0 -135416.0 
824.0 -73845.0 
2395.0 -129756.0 
713.0 -68508.0 
1176.0 -89179.0 
1991.0 -117306.0 
1012.0 -82096.0 
2363.0 -128691.0 
1583.0 -104306.0 
2644.0 -136930.0 
2742.0 -139839.0 
599.0 -62980.0 
1316.0 -94491.0 
2049.0 -119390.0 
1958.0 -116524.0 
2076.0 -120275.0 
2917.0 -144441.0 
1073.0 -84493.0 
1529.0 -101627.0 
862.0 -74572.0 
2209.0 -124268.0 
2144.0 -122012.0 
2109.0 -121057.0 
2484.0 -132052.0 
2526.0 -133179.0 
2455.0 -131423.0 
2262.0 -125763.0 
3094.0 -148325.0 
2859.0 -142357.0 
1027.0 -83115.0 
901.0 -76759.0 
1746.0 -109887.0 
1689.0 -107013.0 
927.0 -78531.0 
2337.0 -127672.0 
2777.0 -140923.0 
2931.0 -145346.0 
1366.0 -96046.0 
1217.0 -89982.0 
2428.0 -130538.0 
1393.0 -97439.0 
798.0 -72073.0 
593.0 -62171.0 
1859.0 -112523.0 
2798.0 -141353.0 
2617.0 -136045.0 
2680.0 -137602.0 
2235.0 -124878.0 
2033.0 -118303.0 
3056.0 -146733.0 
2728.0 -138934.0 
1101.0 -85007.0 
912.0 -77601.0 
533.0 -59018.0 
2173.0 -122641.0 
2838.0 -141927.0 
2956.0 -145678.0 
2291.0 -126392.0 
810.0 -72901.0 
693.0 -66755.0 
673.0 -64872.0 
2310.0 -126787.0 
524.0 -58808.0 
1916.0 -115397.0 
1608.0 -104779.0 
1788.0 -111014.0 
1906.0 -114765.0 
1164.0 -88351.0 
1354.0 -95218.0 
952.0 -78943.0 
485.0 -54451.0 
2193.0 -123181.0 
787.0 -70400.0 
2705.0 -137934.0 
1051.0 -83452.0 
1408.0 -97681.0 
419.0 -53490.0 
1761.0 -110129.0 
1931.0 -115639.0 
699.0 -67564.0 
